SubjectID,ActivityID,TrialNo,IsFall
1,34,2,False
1,35,1,False
1,35,2,False
1,36,1,False
1,36,2,False
1,37,1,False
1,37,2,False
1,38,1,False
1,38,2,False
1,39,1,False
1,39,2,False
1,40,1,False
1,40,2,False
1,43,1,False
1,43,2,False
1,43,3,False
1,44,1,False
1,44,2,False
1,44,3,False
1,101,1,True
1,101,2,True
1,101,3,True
1,102,1,True
1,102,2,True
1,102,3,True
1,103,1,True
1,103,2,True
1,104,1,True
1,104,2,True
1,105,1,True
1,105,2,True
1,105,3,True
1,105,4,True
1,106,1,True
1,107,1,True
1,107,3,True
1,107,4,True
1,107,5,True
1,108,1,True
1,108,3,True
1,108,5,True
1,108,6,True
1,109,1,True
1,109,2,True
1,109,3,True
1,110,1,True
1,110,2,True
1,110,3,True
1,111,1,True
1,112,1,True
1,113,1,True
1,113,2,True
1,113,3,True
1,114,1,True
1,114,2,True
1,115,1,True
1,116,1,True
1,116,2,True
1,117,1,True
1,117,2,True
1,118,1,True
1,118,2,True
1,119,1,True
1,119,2,True
1,119,3,True
1,120,1,True
1,120,3,True
1,121,1,True
1,121,2,True
1,122,1,True
1,123,1,True
1,123,2,True
1,124,1,True
1,124,2,True
1,125,1,True
1,125,2,True
1,126,1,True
1,126,2,True
1,127,1,True
1,127,2,True
1,127,3,True
1,127,4,True
1,128,1,True
1,128,2,True
1,129,1,True
1,131,1,True
1,131,2,True
1,132,1,True
1,133,1,True
1,134,1,True
1,134,2,True
1,135,1,True
1,13,1,False
1,13,2,False
1,13,5,False
1,13,6,False
1,13,9,False
1,13,10,False
1,13,12,False
1,14,1,False
1,14,3,False
1,14,5,False
1,14,6,False
1,14,8,False
1,14,9,False
1,14,10,False
1,14,11,False
1,15,1,False
1,15,2,False
1,15,3,False
1,16,1,False
1,16,2,False
1,16,3,False
1,18,1,False
1,18,2,False
1,18,3,False
1,18,4,False
1,19,2,False
1,19,3,False
1,19,4,False
1,19,5,False
1,19,6,False
1,20,1,False
1,20,2,False
1,20,3,False
1,20,5,False
1,20,6,False
1,21,1,False
1,21,2,False
1,21,3,False
1,21,4,False
1,21,5,False
1,22,1,False
1,22,2,False
1,22,3,False
1,23,1,False
1,23,3,False
1,24,1,False
1,25,1,False
1,26,1,False
1,26,2,False
1,26,3,False
1,26,4,False
1,27,1,False
1,27,2,False
1,27,3,False
1,27,4,False
1,28,1,False
1,28,2,False
1,28,3,False
1,29,1,False
1,29,2,False
1,30,1,False
1,30,2,False
1,31,1,False
1,31,2,False
1,32,1,False
1,32,2,False
1,33,1,False
1,33,2,False
1,34,1,False
1,34,2,False
1,35,1,False
1,35,2,False
1,36,1,False
1,36,2,False
1,37,1,False
1,37,2,False
1,38,1,False
1,38,2,False
1,39,1,False
1,39,2,False
1,40,1,False
1,40,2,False
1,43,1,False
1,43,2,False
1,43,3,False
1,44,1,False
1,44,2,False
1,44,3,False
1,101,1,True
1,101,2,True
1,102,1,True
1,102,2,True
1,106,1,True
1,106,2,True
1,106,3,True
1,107,4,True
1,108,1,True
1,110,3,True
1,116,2,True
1,118,1,True
1,118,2,True
1,120,2,True
1,120,3,True
1,121,2,True
1,123,2,True
1,124,2,True
1,126,2,True
1,127,1,True
1,127,2,True
1,127,4,True
1,128,1,True
1,128,3,True
1,128,4,True
1,129,1,True
1,131,1,True
1,131,2,True
2,13,1,False
2,13,2,False
2,13,3,False
2,13,4,False
2,13,5,False
2,13,6,False
2,13,7,False
2,13,8,False
2,13,9,False
2,13,10,False
2,13,11,False
2,13,12,False
2,14,1,False
2,14,2,False
2,14,3,False
2,14,4,False
2,14,5,False
2,14,6,False
2,14,7,False
2,14,8,False
2,14,9,False
2,14,10,False
2,14,11,False
2,14,12,False
2,15,1,False
2,15,2,False
2,15,3,False
2,16,1,False
2,16,2,False
2,16,3,False
2,16,4,False
2,16,5,False
2,16,6,False
2,17,1,False
2,17,2,False
2,17,3,False
2,17,4,False
2,17,5,False
2,17,6,False
2,18,1,False
2,18,2,False
2,18,3,False
2,18,4,False
2,18,5,False
2,18,6,False
2,19,1,False
2,19,2,False
2,19,3,False
2,19,4,False
2,19,5,False
2,19,6,False
2,20,1,False
2,20,2,False
2,20,3,False
2,20,4,False
2,20,5,False
2,20,6,False
2,21,1,False
2,21,2,False
2,21,3,False
2,21,4,False
2,21,5,False
2,21,6,False
2,22,1,False
2,22,2,False
2,22,3,False
2,23,1,False
2,23,2,False
2,23,3,False
2,24,1,False
2,24,2,False
2,24,3,False
2,25,1,False
2,25,2,False
2,25,3,False
2,26,1,False
2,26,2,False
2,26,3,False
2,26,4,False
2,27,1,False
2,27,2,False
2,27,3,False
2,27,4,False
2,28,1,False
2,28,2,False
2,28,3,False
2,28,4,False
2,29,1,False
2,29,2,False
2,30,1,False
2,30,2,False
2,31,1,False
2,31,2,False
2,32,1,False
2,32,2,False
2,33,1,False
2,33,2,False
2,34,1,False
2,34,2,False
2,35,1,False
2,35,2,False
2,36,1,False
2,36,2,False
2,37,1,False
2,37,2,False
2,38,1,False
2,38,2,False
2,39,1,False
2,39,2,False
2,40,1,False
2,40,2,False
2,41,1,False
2,41,2,False
2,41,3,False
2,41,4,False
2,41,5,False
2,41,6,False
2,41,7,False
2,41,8,False
2,41,11,False
2,42,4,False
2,42,5,False
2,42,6,False
2,42,7,False
2,42,8,False
2,42,9,False
2,42,11,False
2,42,14,False
2,43,2,False
2,43,3,False
2,44,1,False
2,44,2,False
2,44,3,False
2,102,1,True
2,102,2,True
2,103,1,True
2,103,2,True
2,104,1,True
2,105,1,True
2,105,2,True
2,106,1,True
2,106,2,True
2,107,1,True
2,107,2,True
2,107,3,True
2,108,1,True
2,108,2,True
2,108,3,True
2,108,4,True
2,108,5,True
2,109,1,True
2,109,2,True
2,110,1,True
2,110,2,True
2,112,1,True
2,113,1,True
2,113,2,True
2,114,1,True
2,114,2,True
2,116,1,True
2,117,1,True
2,118,1,True
2,119,1,True
2,119,2,True
2,120,1,True
2,120,2,True
2,122,1,True
2,123,1,True
2,123,2,True
2,124,1,True
2,124,2,True
2,125,1,True
2,125,2,True
2,126,1,True
2,126,2,True
2,127,1,True
2,127,2,True
2,127,3,True
2,127,4,True
2,128,2,True
2,129,1,True
2,130,1,True
2,131,1,True
2,131,2,True
2,132,1,True
2,133,1,True
2,134,1,True
2,134,2,True
2,135,1,True
2,1,1,False
2,1,2,False
2,1,3,False
2,1,4,False
2,2,1,False
2,2,2,False
2,2,3,False
2,2,4,False
2,3,1,False
2,3,2,False
2,3,3,False
2,3,4,False
2,4,1,False
2,4,2,False
2,4,3,False
2,4,4,False
2,5,1,False
2,5,2,False
2,5,3,False
2,5,4,False
2,6,1,False
2,6,2,False
2,6,3,False
2,6,4,False
2,7,1,False
2,7,2,False
2,7,3,False
2,7,4,False
2,8,1,False
2,8,2,False
2,8,3,False
2,8,4,False
2,9,1,False
2,9,2,False
2,9,3,False
2,9,4,False
2,10,1,False
2,10,2,False
2,11,1,False
2,11,2,False
2,11,3,False
2,11,4,False
2,12,1,False
2,12,2,False
2,12,3,False
2,12,4,False
2,13,1,False
2,13,2,False
2,13,3,False
2,13,4,False
2,13,5,False
2,13,6,False
2,13,7,False
2,13,8,False
2,13,9,False
2,13,10,False
2,13,11,False
2,13,12,False
2,14,1,False
2,14,2,False
2,14,3,False
2,14,4,False
2,14,5,False
2,14,6,False
2,14,7,False
2,14,8,False
2,14,9,False
2,14,10,False
2,14,11,False
2,14,12,False
2,15,1,False
2,15,2,False
2,15,3,False
2,16,1,False
2,16,2,False
2,16,3,False
2,16,4,False
2,16,5,False
2,16,6,False
2,17,1,False
2,17,2,False
2,17,3,False
2,17,4,False
2,17,5,False
2,17,6,False
2,18,1,False
2,18,2,False
2,18,3,False
2,18,4,False
2,18,5,False
2,18,6,False
2,19,1,False
2,19,2,False
2,19,3,False
2,19,4,False
2,19,5,False
2,19,6,False
2,20,1,False
2,20,2,False
2,20,3,False
2,20,4,False
2,20,5,False
2,20,6,False
2,21,1,False
2,21,2,False
2,21,3,False
2,21,4,False
2,21,5,False
2,21,6,False
2,22,1,False
2,22,2,False
2,22,3,False
2,23,1,False
2,23,2,False
2,23,3,False
2,24,1,False
2,24,2,False
2,24,3,False
2,25,1,False
2,25,2,False
2,25,3,False
2,26,1,False
2,26,2,False
2,26,3,False
2,26,4,False
2,27,1,False
2,27,2,False
2,27,3,False
2,27,4,False
2,28,1,False
2,28,2,False
2,28,3,False
2,28,4,False
2,29,1,False
2,29,2,False
2,30,1,False
2,30,2,False
2,31,1,False
2,31,2,False
2,32,1,False
2,32,2,False
2,33,1,False
2,33,2,False
2,34,1,False
2,34,2,False
2,35,1,False
2,35,2,False
2,36,1,False
2,36,2,False
2,37,1,False
2,37,2,False
2,38,1,False
2,38,2,False
2,39,1,False
2,39,2,False
2,40,1,False
2,40,2,False
2,41,1,False
2,41,2,False
2,41,3,False
2,41,4,False
2,41,5,False
2,41,6,False
2,41,7,False
2,41,8,False
2,41,10,False
2,41,12,False
2,41,14,False
2,42,2,False
2,42,4,False
2,42,5,False
2,42,6,False
2,42,7,False
2,42,8,False
2,42,9,False
2,42,11,False
2,42,13,False
2,42,14,False
2,43,1,False
2,43,2,False
2,43,3,False
2,44,1,False
2,44,2,False
2,44,3,False
2,101,1,True
2,101,2,True
2,102,1,True
2,102,2,True
2,103,2,True
2,105,1,True
2,105,2,True
2,106,1,True
2,106,2,True
2,107,1,True
2,107,2,True
2,108,1,True
2,108,2,True
2,109,1,True
2,109,2,True
2,110,1,True
2,110,2,True
2,111,1,True
2,112,1,True
2,113,1,True
2,113,2,True
2,114,1,True
2,114,2,True
2,115,1,True
2,116,1,True
2,118,1,True
2,119,2,True
2,120,2,True
2,121,1,True
2,121,2,True
2,122,1,True
2,122,2,True
2,123,1,True
2,123,2,True
2,124,1,True
2,124,2,True
2,125,1,True
2,125,2,True
2,126,1,True
2,126,2,True
2,127,1,True
2,127,2,True
2,127,3,True
2,127,4,True
2,128,2,True
2,128,3,True
2,128,4,True
2,129,1,True
2,130,1,True
2,131,1,True
2,131,2,True
2,132,1,True
2,133,1,True
2,134,2,True
2,135,1,True
2,13,1,False
2,13,2,False
2,13,3,False
2,13,4,False
2,13,5,False
2,13,6,False
2,13,7,False
2,13,8,False
2,13,9,False
2,13,11,False
2,13,12,False
2,14,1,False
2,14,2,False
2,14,3,False
2,14,4,False
2,14,5,False
2,14,6,False
2,14,7,False
2,14,8,False
2,14,9,False
2,14,10,False
2,14,11,False
2,15,1,False
2,15,2,False
2,15,3,False
2,16,1,False
2,16,2,False
2,16,3,False
2,16,4,False
2,16,5,False
2,17,1,False
2,17,2,False
2,17,3,False
2,17,4,False
2,18,1,False
2,18,2,False
2,18,3,False
2,18,4,False
2,18,6,False
2,19,1,False
2,19,2,False
2,19,3,False
2,19,4,False
2,19,5,False
2,20,1,False
2,20,3,False
2,20,4,False
2,20,6,False
2,21,1,False
2,21,2,False
2,21,3,False
2,21,4,False
2,21,5,False
2,22,1,False
2,22,2,False
2,22,3,False
2,23,1,False
2,23,2,False
2,23,3,False
2,24,2,False
2,24,3,False
2,25,1,False
2,25,2,False
2,25,3,False
2,26,1,False
2,26,3,False
2,26,4,False
2,27,1,False
2,27,2,False
2,27,3,False
2,27,4,False
2,28,1,False
2,28,2,False
2,28,3,False
2,28,4,False
2,29,1,False
2,29,2,False
2,30,1,False
2,30,2,False
2,31,1,False
2,31,2,False
2,32,1,False
2,32,2,False
2,33,1,False
2,33,2,False
2,34,1,False
2,34,2,False
2,35,1,False
2,35,2,False
2,36,1,False
2,36,2,False
2,37,1,False
2,37,2,False
2,38,1,False
2,38,2,False
2,39,1,False
2,39,2,False
2,40,1,False
2,40,2,False
2,41,1,False
2,41,2,False
2,41,3,False
2,41,4,False
2,41,5,False
2,41,6,False
2,41,7,False
2,41,8,False
2,41,10,False
2,41,12,False
2,41,14,False
2,42,1,False
2,42,2,False
2,42,4,False
2,42,6,False
2,42,7,False
2,42,8,False
2,42,10,False
2,42,13,False
2,42,14,False
2,43,2,False
2,43,3,False
2,44,1,False
2,44,2,False
2,44,3,False
2,101,1,True
2,104,2,True
2,105,1,True
2,105,2,True
2,106,1,True
2,106,2,True
2,107,1,True
2,107,2,True
2,107,3,True
2,108,1,True
2,108,2,True
2,108,3,True
2,108,4,True
2,108,5,True
2,109,1,True
2,109,2,True
2,110,1,True
2,111,1,True
2,112,1,True
2,113,1,True
2,113,2,True
2,114,1,True
2,114,2,True
2,115,1,True
2,116,1,True
2,117,1,True
2,118,1,True
2,119,1,True
2,119,2,True
2,120,1,True
2,120,2,True
2,121,1,True
2,121,2,True
2,122,1,True
2,122,2,True
2,124,1,True
2,124,2,True
2,126,1,True
2,126,2,True
2,131,1,True
2,134,2,True
3,13,1,False
3,13,2,False
3,13,3,False
3,13,4,False
3,13,5,False
3,13,6,False
3,13,7,False
3,13,8,False
3,13,9,False
3,13,10,False
3,13,11,False
3,13,12,False
3,14,1,False
3,14,2,False
3,14,3,False
3,14,4,False
3,14,5,False
3,14,6,False
3,14,7,False
3,14,8,False
3,14,9,False
3,14,10,False
3,14,11,False
3,14,12,False
3,15,1,False
3,15,2,False
3,15,3,False
3,16,1,False
3,16,2,False
3,16,3,False
3,16,4,False
3,16,5,False
3,16,6,False
3,17,1,False
3,17,2,False
3,17,3,False
3,17,4,False
3,17,5,False
3,17,6,False
3,18,1,False
3,18,2,False
3,18,3,False
3,18,4,False
3,18,5,False
3,18,6,False
3,19,4,False
3,19,6,False
3,20,3,False
3,20,4,False
3,20,6,False
3,21,2,False
3,21,4,False
3,22,1,False
3,22,2,False
3,22,3,False
3,25,1,False
3,25,2,False
3,25,3,False
3,26,1,False
3,26,2,False
3,26,3,False
3,26,4,False
3,27,1,False
3,27,2,False
3,27,3,False
3,27,4,False
3,28,1,False
3,28,2,False
3,28,3,False
3,28,4,False
3,29,1,False
3,29,2,False
3,30,1,False
3,30,2,False
3,31,1,False
3,31,2,False
3,32,1,False
3,32,2,False
3,33,1,False
3,33,2,False
3,34,1,False
3,34,2,False
3,35,1,False
3,35,2,False
3,36,1,False
3,36,2,False
3,37,1,False
3,37,2,False
3,38,1,False
3,38,2,False
3,39,1,False
3,39,2,False
3,40,1,False
3,40,2,False
3,41,1,False
3,41,2,False
3,41,3,False
3,41,5,False
3,41,6,False
3,41,7,False
3,41,8,False
3,41,9,False
3,42,1,False
3,42,2,False
3,42,4,False
3,42,5,False
3,42,6,False
3,42,7,False
3,42,8,False
3,42,10,False
3,42,13,False
3,43,1,False
3,44,1,False
3,44,3,False
3,101,1,True
3,101,2,True
3,102,1,True
3,102,2,True
3,103,1,True
3,103,2,True
3,104,1,True
3,104,2,True
3,105,1,True
3,105,2,True
3,106,1,True
3,106,2,True
3,107,1,True
3,107,2,True
3,107,3,True
3,107,4,True
3,108,1,True
3,108,2,True
3,108,3,True
3,109,1,True
3,109,2,True
3,110,1,True
3,111,1,True
3,112,1,True
3,113,1,True
3,113,2,True
3,114,1,True
3,115,1,True
3,116,1,True
3,117,1,True
3,118,1,True
3,119,1,True
3,119,2,True
3,120,2,True
3,121,1,True
3,121,2,True
3,122,1,True
3,123,1,True
3,123,2,True
3,124,1,True
3,124,2,True
3,125,1,True
3,125,2,True
3,126,1,True
3,127,1,True
3,127,2,True
3,127,3,True
3,127,4,True
3,128,2,True
3,128,3,True
3,128,4,True
3,129,1,True
3,130,1,True
3,131,1,True
3,131,2,True
3,132,1,True
3,133,1,True
3,134,1,True
3,134,2,True
3,135,1,True
3,135,2,True
3,1,1,False
3,1,2,False
3,1,3,False
3,1,4,False
3,2,1,False
3,2,2,False
3,2,3,False
3,2,4,False
3,3,1,False
3,3,2,False
3,3,3,False
3,3,4,False
3,4,1,False
3,4,2,False
3,4,3,False
3,4,4,False
3,5,1,False
3,5,2,False
3,5,3,False
3,5,4,False
3,6,1,False
3,6,2,False
3,6,3,False
3,6,4,False
3,7,1,False
3,7,2,False
3,7,3,False
3,7,4,False
3,8,1,False
3,8,2,False
3,8,3,False
3,8,4,False
3,9,1,False
3,9,2,False
3,9,3,False
3,9,4,False
3,10,1,False
3,10,2,False
3,11,1,False
3,11,2,False
3,11,3,False
3,11,4,False
3,12,1,False
3,12,2,False
3,12,3,False
3,12,4,False
3,13,1,False
3,13,2,False
3,13,3,False
3,13,4,False
3,13,5,False
3,13,6,False
3,13,7,False
3,13,8,False
3,13,9,False
3,13,10,False
3,13,11,False
3,13,12,False
3,14,1,False
3,14,2,False
3,14,3,False
3,14,4,False
3,14,5,False
3,14,6,False
3,14,7,False
3,14,8,False
3,14,9,False
3,14,10,False
3,14,11,False
3,14,12,False
3,15,1,False
3,15,2,False
3,15,3,False
3,16,1,False
3,16,2,False
3,16,3,False
3,16,4,False
3,16,5,False
3,16,6,False
3,17,1,False
3,17,2,False
3,17,3,False
3,17,4,False
3,17,5,False
3,17,6,False
3,18,1,False
3,18,2,False
3,18,3,False
3,18,4,False
3,18,5,False
3,18,6,False
3,19,1,False
3,19,2,False
3,19,3,False
3,19,4,False
3,19,5,False
3,19,6,False
3,20,1,False
3,20,2,False
3,20,3,False
3,20,4,False
3,20,5,False
3,20,6,False
3,21,1,False
3,21,2,False
3,21,3,False
3,21,4,False
3,21,5,False
3,21,6,False
3,22,1,False
3,22,2,False
3,22,3,False
3,23,1,False
3,23,2,False
3,23,3,False
3,24,2,False
3,24,3,False
3,25,1,False
3,25,2,False
3,25,3,False
3,26,1,False
3,26,2,False
3,26,3,False
3,26,4,False
3,27,1,False
3,27,2,False
3,27,3,False
3,27,4,False
3,28,1,False
3,28,2,False
3,28,3,False
3,28,4,False
3,29,1,False
3,29,2,False
3,30,1,False
3,30,2,False
3,31,1,False
3,31,2,False
3,32,1,False
3,32,2,False
3,33,1,False
3,33,2,False
3,34,1,False
3,34,2,False
3,35,1,False
3,35,2,False
3,36,1,False
3,36,2,False
3,37,1,False
3,37,2,False
3,38,1,False
3,38,2,False
3,39,1,False
3,39,2,False
3,40,1,False
3,40,2,False
3,41,1,False
3,41,2,False
3,41,3,False
3,41,4,False
3,41,5,False
3,41,6,False
3,41,7,False
3,41,8,False
3,41,10,False
3,41,14,False
3,42,2,False
3,42,4,False
3,42,6,False
3,42,7,False
3,42,8,False
3,42,9,False
3,42,11,False
3,42,12,False
3,43,1,False
3,44,1,False
3,44,3,False
3,101,1,True
3,101,2,True
3,102,1,True
3,102,2,True
3,103,1,True
3,103,2,True
3,104,1,True
3,104,2,True
3,105,1,True
3,105,2,True
3,106,1,True
3,106,2,True
3,107,1,True
3,107,2,True
3,107,3,True
3,107,4,True
3,108,1,True
3,108,2,True
3,108,3,True
3,108,4,True
3,109,1,True
3,109,2,True
3,110,1,True
3,110,2,True
3,111,1,True
3,112,1,True
3,113,1,True
3,113,2,True
3,114,1,True
3,114,2,True
3,115,1,True
3,116,1,True
3,117,1,True
3,118,1,True
3,119,1,True
3,121,1,True
3,121,2,True
3,122,1,True
3,122,2,True
3,123,1,True
3,123,2,True
3,124,1,True
3,124,2,True
3,125,1,True
3,125,2,True
3,126,1,True
3,126,2,True
3,127,1,True
3,127,2,True
3,127,3,True
3,127,4,True
3,128,1,True
3,128,2,True
3,128,3,True
3,128,4,True
3,129,1,True
3,130,1,True
3,131,1,True
3,131,2,True
3,132,1,True
3,133,1,True
3,134,1,True
3,134,2,True
3,135,1,True
3,135,2,True
3,13,1,False
3,13,2,False
3,13,3,False
3,13,5,False
3,13,6,False
3,13,9,False
3,13,10,False
3,14,1,False
3,14,2,False
3,14,3,False
3,14,5,False
3,14,6,False
3,14,8,False
3,14,9,False
3,14,10,False
3,15,1,False
3,15,2,False
3,15,3,False
3,16,1,False
3,16,2,False
3,16,3,False
3,16,4,False
3,16,5,False
3,16,6,False
3,17,1,False
3,17,2,False
3,17,3,False
3,17,4,False
3,17,5,False
3,17,6,False
3,18,1,False
3,18,2,False
3,18,3,False
3,18,4,False
3,18,5,False
3,18,6,False
3,19,4,False
3,20,4,False
3,21,5,False
3,21,6,False
3,22,1,False
3,22,2,False
3,22,3,False
3,23,1,False
3,23,3,False
3,24,2,False
3,26,1,False
3,26,2,False
3,26,3,False
3,26,4,False
3,27,1,False
3,27,2,False
3,27,3,False
3,27,4,False
3,28,1,False
3,28,2,False
3,28,3,False
3,28,4,False
3,29,1,False
3,29,2,False
3,30,1,False
3,30,2,False
3,31,1,False
3,31,2,False
3,32,1,False
3,32,2,False
3,33,1,False
3,33,2,False
3,34,1,False
3,34,2,False
3,35,1,False
3,35,2,False
3,36,1,False
3,36,2,False
3,37,1,False
3,37,2,False
3,38,1,False
3,38,2,False
3,39,1,False
3,39,2,False
3,40,1,False
3,40,2,False
3,41,1,False
3,41,2,False
3,41,3,False
3,41,4,False
3,41,5,False
3,41,6,False
3,41,7,False
3,41,8,False
3,41,9,False
3,41,11,False
3,42,1,False
3,42,5,False
3,42,6,False
3,42,7,False
3,42,8,False
3,42,10,False
3,43,1,False
3,101,1,True
3,102,1,True
3,102,2,True
3,103,1,True
3,103,2,True
3,104,1,True
3,104,2,True
3,105,1,True
3,105,2,True
3,106,1,True
3,106,2,True
3,107,1,True
3,107,2,True
3,107,3,True
3,107,4,True
3,108,1,True
3,108,2,True
3,108,3,True
3,108,4,True
3,109,1,True
3,109,2,True
3,110,1,True
3,110,2,True
3,111,1,True
3,112,1,True
3,113,1,True
3,113,2,True
3,114,1,True
3,114,2,True
3,115,1,True
3,117,1,True
3,119,1,True
3,119,2,True
3,120,2,True
3,121,1,True
3,121,2,True
3,122,1,True
3,122,2,True
3,123,1,True
3,123,2,True
3,124,1,True
3,124,2,True
3,125,1,True
3,125,2,True
3,126,1,True
3,126,2,True
3,127,1,True
3,127,2,True
3,127,3,True
3,127,4,True
3,128,1,True
3,128,2,True
3,129,1,True
3,130,1,True
3,131,1,True
3,131,2,True
3,132,1,True
3,133,1,True
3,134,1,True
3,134,2,True
3,135,1,True
3,135,2,True
4,13,1,False
4,13,2,False
4,13,3,False
4,13,4,False
4,13,5,False
4,13,6,False
4,13,7,False
4,13,8,False
4,13,9,False
4,13,10,False
4,13,11,False
4,13,12,False
4,14,1,False
4,14,2,False
4,14,3,False
4,14,4,False
4,14,5,False
4,14,6,False
4,14,7,False
4,14,8,False
4,14,9,False
4,14,10,False
4,14,11,False
4,14,12,False
4,15,1,False
4,15,2,False
4,15,3,False
4,16,1,False
4,16,2,False
4,16,3,False
4,16,4,False
4,16,5,False
4,16,6,False
4,17,1,False
4,17,2,False
4,17,3,False
4,17,4,False
4,17,5,False
4,17,6,False
4,18,1,False
4,18,2,False
4,18,3,False
